09:17:15 | Device: cuda
09:17:15 | GPU   : NVIDIA RTX A5000
09:17:15 | VRAM  : 25.8 GB
09:17:15 | Loading data ...
09:19:14 | Building model ...
09:19:23 | Optimizer groups: LoRA=392 tensors, custom=20 tensors
09:19:23 | ======================================================================
09:19:23 |   batch_size=8  grad_accum=4  eff_batch=32
09:19:23 |   lm_seq_len=192  lm_loss_weight=0.3
09:19:23 |   epochs_cls=3  epochs_joint=2
09:19:23 |   lr=5e-05  lora_rank=64
09:19:23 |   steps/epoch=18112  total_steps=90560
09:19:23 |   logs → ./runs/intern_exp2\logs
09:19:23 | ======================================================================
09:19:23 |   Ep    Stage   TrLoss   TrAcc   VaLoss   VaAcc   VaAUC  Best
09:19:23 | ======================================================================
16:24:58 | Ep 2 | Step 4600/18112 | Loss 0.3760 | Cls 0.3760
16:26:10 | Ep 2 | Step 4800/18112 | Loss 0.4360 | Cls 0.4360
16:27:21 | Ep 2 | Step 5000/18112 | Loss 0.6381 | Cls 0.6381
16:28:32 | Ep 2 | Step 5200/18112 | Loss 0.7020 | Cls 0.7020
16:29:44 | Ep 2 | Step 5400/18112 | Loss 0.3776 | Cls 0.3776
16:30:55 | Ep 2 | Step 5600/18112 | Loss 0.5694 | Cls 0.5694
16:32:06 | Ep 2 | Step 5800/18112 | Loss 0.6855 | Cls 0.6855
16:33:18 | Ep 2 | Step 6000/18112 | Loss 0.6484 | Cls 0.6484
16:34:29 | Ep 2 | Step 6200/18112 | Loss 0.4161 | Cls 0.4161
16:35:40 | Ep 2 | Step 6400/18112 | Loss 0.5060 | Cls 0.5060
16:36:52 | Ep 2 | Step 6600/18112 | Loss 0.6523 | Cls 0.6523
16:38:03 | Ep 2 | Step 6800/18112 | Loss 0.7487 | Cls 0.7487
16:39:14 | Ep 2 | Step 7000/18112 | Loss 0.5485 | Cls 0.5485
16:40:26 | Ep 2 | Step 7200/18112 | Loss 0.4795 | Cls 0.4795
16:41:37 | Ep 2 | Step 7400/18112 | Loss 0.6819 | Cls 0.6819
16:42:48 | Ep 2 | Step 7600/18112 | Loss 0.6416 | Cls 0.6416
16:44:00 | Ep 2 | Step 7800/18112 | Loss 0.6164 | Cls 0.6164
16:45:11 | Ep 2 | Step 8000/18112 | Loss 0.6943 | Cls 0.6943
16:46:22 | Ep 2 | Step 8200/18112 | Loss 0.5119 | Cls 0.5119
16:47:34 | Ep 2 | Step 8400/18112 | Loss 0.5518 | Cls 0.5518
16:48:45 | Ep 2 | Step 8600/18112 | Loss 0.6233 | Cls 0.6233
16:49:56 | Ep 2 | Step 8800/18112 | Loss 0.6404 | Cls 0.6404
16:51:08 | Ep 2 | Step 9000/18112 | Loss 0.4419 | Cls 0.4419
16:52:19 | Ep 2 | Step 9200/18112 | Loss 0.5354 | Cls 0.5354
16:53:30 | Ep 2 | Step 9400/18112 | Loss 0.6326 | Cls 0.6326
16:54:42 | Ep 2 | Step 9600/18112 | Loss 0.6507 | Cls 0.6507
16:55:53 | Ep 2 | Step 9800/18112 | Loss 0.4471 | Cls 0.4471
16:57:05 | Ep 2 | Step 10000/18112 | Loss 0.5376 | Cls 0.5376
16:58:16 | Ep 2 | Step 10200/18112 | Loss 0.6991 | Cls 0.6991
16:59:27 | Ep 2 | Step 10400/18112 | Loss 0.4399 | Cls 0.4399
17:00:39 | Ep 2 | Step 10600/18112 | Loss 0.5704 | Cls 0.5704
17:01:50 | Ep 2 | Step 10800/18112 | Loss 0.5616 | Cls 0.5616
17:03:01 | Ep 2 | Step 11000/18112 | Loss 0.4405 | Cls 0.4405
17:04:13 | Ep 2 | Step 11200/18112 | Loss 0.5723 | Cls 0.5723
17:05:24 | Ep 2 | Step 11400/18112 | Loss 0.5752 | Cls 0.5752
17:06:35 | Ep 2 | Step 11600/18112 | Loss 0.3985 | Cls 0.3985
17:07:47 | Ep 2 | Step 11800/18112 | Loss 0.4223 | Cls 0.4223
17:08:58 | Ep 2 | Step 12000/18112 | Loss 0.5072 | Cls 0.5072
17:10:10 | Ep 2 | Step 12200/18112 | Loss 0.4888 | Cls 0.4888
17:11:21 | Ep 2 | Step 12400/18112 | Loss 0.4955 | Cls 0.4955
17:12:32 | Ep 2 | Step 12600/18112 | Loss 0.5567 | Cls 0.5567
17:13:44 | Ep 2 | Step 12800/18112 | Loss 0.3530 | Cls 0.3530
17:14:55 | Ep 2 | Step 13000/18112 | Loss 0.4664 | Cls 0.4664
17:16:06 | Ep 2 | Step 13200/18112 | Loss 0.7248 | Cls 0.7248
17:17:18 | Ep 2 | Step 13400/18112 | Loss 0.4247 | Cls 0.4247
17:18:29 | Ep 2 | Step 13600/18112 | Loss 0.5869 | Cls 0.5869
17:19:40 | Ep 2 | Step 13800/18112 | Loss 0.6586 | Cls 0.6586
17:20:51 | Ep 2 | Step 14000/18112 | Loss 0.3592 | Cls 0.3592
17:22:03 | Ep 2 | Step 14200/18112 | Loss 0.5519 | Cls 0.5519
17:23:14 | Ep 2 | Step 14400/18112 | Loss 0.4817 | Cls 0.4817
17:24:25 | Ep 2 | Step 14600/18112 | Loss 0.6306 | Cls 0.6306
17:25:37 | Ep 2 | Step 14800/18112 | Loss 0.7491 | Cls 0.7491
17:26:48 | Ep 2 | Step 15000/18112 | Loss 0.3337 | Cls 0.3337
17:27:59 | Ep 2 | Step 15200/18112 | Loss 0.5602 | Cls 0.5602
17:29:11 | Ep 2 | Step 15400/18112 | Loss 0.4585 | Cls 0.4585
